title,album,artist,id,url
Hunnids,THE PLAYA$ MANUAL,Ramirez,6sMPT2noNLupVVqJF4YKtn,https://open.spotify.com/track/6sMPT2noNLupVVqJF4YKtn
100 Bars & Gunnin,Son Of Serpentine,Ramirez,3PfvRBNy3J23eLxDp5iZd4,https://open.spotify.com/track/3PfvRBNy3J23eLxDp5iZd4
PARADOX,CLAIRVOYANCE,Thouxanbanfauni,1q2KbvMk67ZYBSZkxktMRU,https://open.spotify.com/track/1q2KbvMk67ZYBSZkxktMRU
Out Da Way,Out Da Way,Yvncc,3juOs9ofGhGOSQUXJa3pDQ,https://open.spotify.com/track/3juOs9ofGhGOSQUXJa3pDQ
Drugs = Magic,Drugs = Magic,REDZED,21DgeC5lY7Yc4Utpt8jogg,https://open.spotify.com/track/21DgeC5lY7Yc4Utpt8jogg
The Alchemist,The Alchemist,Haarper,7CrRiJJd6UNRWyYdQTBI1U,https://open.spotify.com/track/7CrRiJJd6UNRWyYdQTBI1U
2 Hot 4 U,When the Lean Runs Out,"Fat Nick, $uicideboy$",4sisFklZd79LrAR58XZgxb,https://open.spotify.com/track/4sisFklZd79LrAR58XZgxb
JOAN OF ARC,GOODNIGHT LOVELL,"Night Lovell, $uicideboy$",1nQwi9UGdNeN1FyzGE7jDt,https://open.spotify.com/track/1nQwi9UGdNeN1FyzGE7jDt
ALL BLACK,THREEONETWO FOREVER,nocloud,7Aypf2nIB5SRWKm4d6QwGL,https://open.spotify.com/track/7Aypf2nIB5SRWKm4d6QwGL
HOT DEMON B!TCHES NEAR U ! ! !,HOT DEMON B!TCHES NEAR U ! ! !,"CORPSE, Night Lovell",7v4pPS4A7NgY7bxFA3Etv3,https://open.spotify.com/track/7v4pPS4A7NgY7bxFA3Etv3
Junkie,Gerd,REDZED,7l3MDOYLpJ5jnaaDMtzdf4,https://open.spotify.com/track/7l3MDOYLpJ5jnaaDMtzdf4
Satin Black,Follow Me Into Hell,iamjakehill,1vb2AwKBvNylZcKVSyAidh,https://open.spotify.com/track/1vb2AwKBvNylZcKVSyAidh
Red Dot,THE PLAYA$ MANUAL,"Ramirez, Night Lovell",5r3Vhg5Xti90OVTlFRlwOI,https://open.spotify.com/track/5r3Vhg5Xti90OVTlFRlwOI
Poltergeist,Cut It Bleed It Breathe It,Faceless 1-7,6BgIRM4cFnHEUAIGlqFDEA,https://open.spotify.com/track/6BgIRM4cFnHEUAIGlqFDEA
